Cell QID,Article QID
Q106602130,Q106248504
Q111451572,Q26771463
Q105665546,Q28288068
Q107297680,Q34555562
Q107297698,Q34555562
Q111416889,Q55118285
Q111729405,Q90009406
Q111729408,Q90009406
Q111416889,Q99637086
Q111416890,Q99637086
Q111416894,Q99637086
Q107369429,Q104552382
Q107369431,Q104552382
Q111416596,Q37320970
Q111416898,Q100753797
Q111416899,Q100753797
Q111416915,Q100753797
Q111451560,Q100753797
Q106864886,Q71273935
Q111416628,Q101050636
Q111729516,Q111652369
Q111729519,Q111652369
Q111729520,Q111652369
Q111416680,Q58698810
Q111416732,Q36765250
Q111729456,Q111649631
Q111729491,Q111649631
Q107306940,Q89808480
Q107306965,Q89808480
Q107306967,Q89808480
Q107306968,Q89808480
Q107446149,Q89808480
Q107446228,Q89808480
Q107446251,Q89808480
Q107446256,Q89808480
Q107446257,Q89808480
Q107446462,Q89808480
Q111415142,Q90798324
Q111416735,Q93052958
Q111482081,Q111441172
Q111482207,Q111441172
Q111583588,Q99571943
Q111583589,Q99571943
Q107446907,Q92766837
Q111451576,Q111245549
Q111451658,Q111245549
Q111451666,Q111245549
Q111451672,Q111245549
Q111451673,Q111245549
Q111416542,Q83232134
Q111416691,Q47122082
Q107446713,Q89748559
Q107446714,Q89748559
Q111415498,Q98614795
Q111416635,Q101127596
Q106410726,Q36368053
Q106410728,Q36368053
Q106410730,Q36368053
Q106410732,Q36368053
Q111416777,Q89474518
Q111416803,Q93039229
Q111416639,Q110477396
Q111416568,Q91891091
Q111416571,Q91891091
Q71306995,Q71306466
Q71309281,Q71306466
Q71309855,Q71306466
Q71309858,Q71306466
Q71311220,Q71306466
Q71313762,Q71306466
Q71313766,Q71306466
Q71314925,Q71306466
Q71314997,Q71306466
Q109922902,Q92817489
Q111415278,Q57025360
Q111415295,Q57025360
Q71307007,Q71306466
Q71309845,Q71306466
Q71311224,Q71306466
Q71311236,Q71306466
Q71311239,Q71306466
Q71313347,Q71306466
Q71314048,Q71306466
Q71314923,Q71306466
Q71314938,Q71306466
Q71314943,Q71306466
Q71314959,Q71306466
Q71314962,Q71306466
Q71314968,Q71306466
Q71314981,Q71306466
Q71315015,Q71306466
Q71315021,Q71306466
Q71315032,Q71306466
Q109922222,Q91960518
Q109922225,Q91960518
Q109922227,Q91960518
Q109922906,Q92204349
Q109922907,Q92204349
Q109922911,Q92204349
Q109593259,Q59066334
Q109593262,Q59066334
Q109805232,Q108923922
Q109922732,Q100899356
Q111415587,Q93151331
Q109662165,Q91523279
Q109746214,Q91523279
Q109922923,Q92614159
Q111415534,Q58840753
Q109282904,Q96690191
Q111394018,Q57025321
Q111248084,Q34519843
Q109922758,Q57814130
Q109922898,Q57814130
Q109593259,Q55118285
Q108933027,Q46852287
Q111393919,Q109755007
Q111393922,Q109755007
Q111396654,Q55118285
Q111416589,Q37320970
Q109746363,Q89748873
Q109746225,Q108840167
Q111415139,Q90798324
Q111415316,Q93137685
Q111415319,Q93137685
Q111415479,Q93137685
Q109922464,Q60341043
Q109922465,Q60341043
Q109282901,Q107363182
Q109922330,Q67653684
Q111416544,Q83232134
Q109922454,Q109361717
Q111393941,Q92017855
Q109235349,Q107332851
Q109259724,Q107332851
Q109259727,Q107332851
Q109259728,Q107332851
Q109259731,Q107332851
Q109259733,Q107332851
Q109282921,Q42144472
Q109282923,Q42144472
Q109282924,Q42144472
Q109922445,Q109361436
Q115619682,Q90361677
Q113044510,Q90872162
Q113661764,Q104288327
Q113661765,Q104288327
Q112184899,Q96952470
Q112117474,Q68270459
Q112117514,Q36108549
Q112117420,Q40736991
Q112117427,Q40736991
Q112117450,Q91960533
Q112117452,Q91960533
Q112943512,Q93115184
Q113044467,Q93115184
Q112117479,Q29617435
Q112117480,Q29617435
Q116185055,Q55118285
Q116185057,Q55118285
Q116185320,Q55118285
Q116185401,Q55118285
Q116185417,Q55118285
Q116185420,Q55118285
Q116185429,Q55118285
Q116185430,Q55118285
Q116185501,Q55118285
Q116254185,Q55118285
Q116254197,Q55118285
Q116254295,Q55118285
Q116254318,Q55118285
Q116254860,Q55118285
Q116259182,Q55118285
Q116267958,Q55118285
Q116267997,Q55118285
Q116278979,Q55118285
Q112943497,Q38251585
Q113044624,Q38251585
Q113044705,Q38251585
Q113046503,Q38251585
Q113044523,Q104492479
Q113044714,Q91321664
Q113044745,Q91321664
Q113044750,Q91321664
Q113044753,Q91321664
Q114095444,Q42361618
Q113044537,Q93137723
Q113044543,Q93137723
Q112117495,Q64888669
Q112117443,Q36352374
Q113661757,Q89983278
Q113661760,Q89983278
Q113044547,Q38672340
Q113661766,Q56529283
Q113661769,Q56529283
Q112117482,Q112079435
Q111804511,Q98725920
Q113141328,Q92370531
Q113141329,Q92370531
Q111804528,Q90781384
Q113044592,Q112689286
Q113044593,Q112689286
Q112184906,Q98718297
Q112184909,Q98718297
Q113661770,Q113652908
Q111451562,Q94671498
Q111583387,Q111441182
Q111416667,Q63979659
Q111416675,Q63979659
Q111583407,Q111524386
Q111583421,Q111524386
Q111583499,Q111524386
Q111451686,Q42004626
Q111451909,Q92856630
Q111416592,Q37320970
Q111416597,Q37320970
Q111416904,Q100753797
Q111416912,Q100753797
Q111416916,Q100753797
Q111416632,Q101050636
Q111416678,Q58698810
Q111416731,Q36765250
Q111416761,Q51767593
Q111416688,Q59336232
Q111451705,Q42737633
Q111451710,Q42737633
Q111451711,Q42737633
Q111482666,Q111441187
Q111482191,Q111441172
Q111482194,Q111441172
Q111482195,Q111441172
Q111482197,Q111441172
Q111451568,Q58569656
Q111416752,Q90950243
Q111451574,Q111245549
Q111451656,Q111245549
Q111451668,Q111245549
Q111416717,Q47122082
Q111416720,Q47122082
Q111416772,Q89474518
Q111416786,Q89474518
Q111416807,Q93039229
Q111416812,Q93039229
Q111416822,Q93039229
Q111451564,Q94671498
Q111451717,Q57149117
Q111451722,Q57149117
Q111451724,Q57149117
Q111451725,Q57149117
Q111451731,Q57149117
Q111451735,Q57149117
Q111416843,Q59326833
Q111415288,Q57025360
Q109922743,Q92303660
Q109922745,Q92303660
Q111415219,Q38699928
Q111415510,Q52374114
Q111415517,Q52374114
Q111415524,Q52374114
Q111393974,Q89720882
Q111416672,Q63979659
Q111416677,Q63979659
Q111451685,Q42004626
Q107550292,Q106534301
Q111416840,Q47321523
Q111416551,Q90761592
Q108853725,Q50001722
Q108933023,Q50001722
Q111415577,Q93151331
Q111415564,Q58840753
Q111415567,Q58840753
Q111394003,Q57025321
Q109922757,Q57814130
Q108933028,Q46852287
Q111416868,Q99637086
Q111416887,Q99637086
Q111416893,Q99637086
Q111416895,Q99637086
Q111393863,Q109755007
Q111416598,Q37320970
Q111416600,Q37320970
Q111416737,Q92668670
Q111416746,Q92668670
Q107550684,Q106642644
Q107550688,Q106642644
Q111416903,Q100753797
Q108625735,Q42972264
Q108625751,Q42972264
Q111416826,Q27321172
Q111416679,Q58698810
Q108651074,Q100560052
Q107550348,Q106534414
Q107550349,Q106534414
Q111415482,Q93137685
Q108662909,Q104794656
Q111416722,Q60300379
Q108651096,Q52655768
Q108651099,Q52655768
Q107559264,Q104450624
Q107559266,Q104450624
Q108589639,Q104450624
Q111416733,Q59329604
Q111482142,Q111441172
Q111482196,Q111441172
Q108625906,Q90284294
Q107446910,Q92766837
Q107446916,Q92766837
Q107452693,Q92766837
Q111451569,Q58569656
Q111416767,Q92163648
Q111416769,Q92163648
Q111451577,Q111245549
Q111451677,Q111245549
Q108611474,Q90348985
Q108611480,Q90348985
Q108611481,Q90348985
Q108611490,Q90348985
Q111416862,Q93063965
Q111415213,Q58547062
Q107550354,Q106535191
Q107550377,Q106535191
Q107550596,Q106535191
Q111393926,Q92017855
Q107550616,Q102206138
Q107550669,Q102206138
Q111415501,Q98614795
Q109259730,Q107332851
Q109259743,Q107332851
Q109922749,Q92382884
Q109922752,Q92382884
Q107452702,Q60128972
Q107550610,Q106272047
Q107550611,Q106272047
Q111416573,Q91891091
Q107446788,Q90612750
Q107446687,Q59068540
Q106410698,Q106234628
Q108625801,Q29617430
Q107446529,Q47564808
Q107297653,Q92267490
Q107446493,Q37314462
Q108853728,Q50001722
Q108853729,Q50001722
Q106303242,Q26862512
Q106303259,Q26862512
Q106303262,Q26862512
Q106399343,Q101212121
Q106399344,Q101212121
Q106410740,Q106248504
Q106634208,Q98166912
Q108625759,Q47095124
Q107550600,Q95602396
Q107550602,Q95602396
Q108699663,Q91739840
Q108699665,Q91739840
Q108651084,Q50420532
Q105665532,Q28288068
Q105665543,Q28288068
Q107297674,Q34555562
Q37927811,Q55118285
Q66589802,Q55118285
Q106161481,Q55118285
Q107369433,Q104552382
Q107550683,Q106642644
Q107550689,Q106642644
Q107550691,Q106642644
Q108625081,Q42972264
Q108625773,Q93040438
Q108625914,Q100560052
Q108651076,Q100560052
Q108662710,Q94473592
Q108662903,Q94473592
Q107550352,Q106534414
Q107446141,Q89808480
Q107446151,Q89808480
Q107446152,Q89808480
Q107446460,Q89808480
Q107558774,Q104450608
Q108651098,Q52655768
Q108589640,Q104450624
Q107301412,Q106354969
Q108625902,Q90284294
Q107446902,Q92766837
Q107452694,Q92766837
Q108611491,Q90348985
Q108611493,Q90348985
Q107550595,Q106535191
Q107550668,Q102206138
Q107297769,Q57804774
Q107297778,Q57804774
Q108601047,Q106272048
Q108601048,Q106272048
Q108601049,Q106272048
Q108601050,Q106272048
Q108601046,Q106272047
Q107550697,Q99604056
Q111729560,Q111686643
Q111729572,Q111686643
Q111804529,Q92709563
Q112184887,Q96952470
Q112184898,Q96952470
Q111583396,Q111441182
Q111804522,Q111749843
Q111804524,Q111749843
Q111729587,Q26823083
Q111729598,Q26823083
Q111583405,Q111524386
Q111583524,Q111524386
Q112117470,Q68270459
Q112117526,Q36108549
Q112117421,Q40736991
Q112117453,Q91960533
Q112943508,Q93115184
Q112943513,Q93115184
Q111804499,Q61800365
Q111804501,Q61800365
Q112117461,Q55118285
Q116643358,Q55118285
Q116643360,Q55118285
Q116643361,Q55118285
Q116643370,Q55118285
Q116643367,Q55118285
Q116643369,Q55118285
Q116643372,Q55118285
Q116643375,Q55118285
Q116643377,Q55118285
Q116643378,Q55118285
Q116643379,Q55118285
Q116643380,Q55118285
Q116643371,Q55118285
Q116643373,Q55118285
Q116643374,Q55118285
Q116643376,Q55118285
Q116643381,Q55118285
Q116643382,Q55118285
Q116643383,Q55118285
Q116643603,Q55118285
Q116643604,Q55118285
Q116643606,Q55118285
Q116643612,Q55118285
Q116643609,Q55118285
Q116643613,Q55118285
Q116643615,Q55118285
Q116643616,Q55118285
Q116643618,Q55118285
Q116643620,Q55118285
Q116643621,Q55118285
Q116643623,Q55118285
Q116643624,Q55118285
Q116643626,Q55118285
Q116643627,Q55118285
Q116643629,Q55118285
Q116643631,Q55118285
Q116643632,Q55118285
Q116643634,Q55118285
Q116644107,Q55118285
Q116644114,Q55118285
Q116644119,Q55118285
Q116644123,Q55118285
Q116644124,Q55118285
Q116644132,Q55118285
Q116644110,Q55118285
Q116644135,Q55118285
Q116644120,Q55118285
Q116644102,Q55118285
Q116644106,Q55118285
Q116644109,Q55118285
Q116644115,Q55118285
Q116644101,Q55118285
Q116644112,Q55118285
Q116644126,Q55118285
Q116644133,Q55118285
Q116644104,Q55118285
Q116644128,Q55118285
Q116644130,Q55118285
Q116644303,Q55118285
Q116644297,Q55118285
Q116644298,Q55118285
Q116644300,Q55118285
Q116644301,Q55118285
Q111729512,Q111652369
Q111729522,Q111652369
Q112117454,Q111985889
Q112117461,Q111985889
Q112117464,Q111985889
Q111729506,Q111649631
Q112117506,Q64888669
Q112117507,Q64888669
Q111482202,Q111441172
Q111482203,Q111441172
Q111482204,Q111441172
Q111482205,Q111441172
Q111729409,Q94948254
Q111804290,Q97534241
Q116314484,Q55118285
Q116314491,Q55118285
Q116314599,Q55118285
Q116314614,Q55118285
Q116314617,Q55118285
Q116315155,Q55118285
Q116315910,Q55118285
Q116342428,Q55118285
Q116342449,Q55118285
Q116342477,Q55118285
Q116342561,Q55118285
Q116342593,Q55118285
Q116342595,Q55118285
Q116342944,Q55118285
Q116343026,Q55118285
Q116343092,Q55118285
Q116343124,Q55118285
Q116446808,Q55118285
Q66599479,Q64888669
Q111729565,Q111686643
Q113044509,Q90872162
Q113661762,Q104288327
Q112184886,Q96952470
Q112184891,Q96952470
Q112117445,Q38722200
Q113044533,Q89621143
Q111583500,Q111524386
Q111583523,Q111524386
Q111583526,Q111524386
Q112117473,Q68270459
Q112117524,Q36108549
Q113661754,Q40252079
Q112117447,Q91960533
Q112117448,Q91960533
Q113044559,Q55006597
Q112943509,Q93115184
Q112943589,Q93115184
Q113044463,Q93115184
Q113044465,Q93115184
Q111804298,Q92166143
Q112117489,Q41946263
Q111804310,Q61800365
Q111804492,Q61800365
Q111804500,Q61800365
Q113407760,Q92055634
Q111803497,Q92705278
Q113044710,Q55118285
Q116185361,Q55118285
Q116185423,Q55118285
Q116185498,Q55118285
Q116185541,Q55118285
Q116254200,Q55118285
Q116254695,Q55118285
Q116254696,Q55118285
Q116254856,Q55118285
Q111804286,Q111729803
Q111729402,Q90009406
Q111729404,Q90009406
Q113044623,Q38251585
Q113044693,Q38251585
Q113044694,Q38251585
Q113046550,Q38251585
Q111729514,Q111652369
Q111729523,Q111652369
Q111729536,Q111652369
Q111729537,Q111652369
Q113044514,Q104492479
Q113044521,Q104492479
Q113044525,Q104492479
Q113044710,Q91321664
Q113044718,Q91321664
Q113044748,Q91321664
Q113044754,Q91321664
Q112117458,Q111985889
Q112117467,Q111985889
Q112117469,Q111985889
Q111729502,Q111649631
Q112117504,Q64888669
Q112117505,Q64888669
Q112117442,Q36352374
Q112117444,Q36352374
Q113661755,Q89983278
Q113661756,Q89983278
Q113661759,Q89983278
Q111729550,Q107363182
Q112117481,Q112079435
Q113044572,Q91662280
Q113044579,Q91662280
Q113044758,Q42776260
Q111804526,Q90781384
Q113044590,Q112689286
Q113044552,Q91989344
Q116446829,Q55118285
Q116446857,Q55118285
Q116446864,Q55118285
Q116446872,Q55118285
Q116446907,Q55118285
Q116446912,Q55118285
Q116447119,Q55118285
Q116447121,Q55118285
Q116447130,Q55118285
Q116447136,Q55118285
Q116447137,Q55118285
Q116447141,Q55118285
Q116447164,Q55118285
Q116447179,Q55118285
Q116447203,Q55118285
Q116447208,Q55118285
Q116447255,Q55118285
Q116447256,Q55118285
Q116447269,Q55118285
Q116447276,Q55118285
Q116447341,Q55118285
Q116447347,Q55118285
Q116458232,Q55118285
Q116458252,Q55118285
Q116527521,Q55118285
Q116527528,Q55118285
Q116527643,Q55118285
Q116527646,Q55118285
Q116527660,Q55118285
Q116529249,Q55118285
Q116529253,Q55118285
Q116529256,Q55118285
Q116529459,Q55118285
Q116529582,Q55118285
Q116529588,Q55118285
Q116529599,Q55118285
Q116529601,Q55118285
Q116530514,Q55118285
Q116530527,Q55118285
Q116530596,Q55118285
Q116530610,Q55118285
Q116530617,Q55118285
Q116530687,Q55118285
Q116530692,Q55118285
Q116530700,Q55118285
Q116530784,Q55118285
Q116530787,Q55118285
Q116530843,Q55118285
Q116530873,Q55118285
Q116530884,Q55118285
Q116530898,Q55118285
Q116531251,Q55118285
Q116531261,Q55118285
Q116531269,Q55118285
Q116532062,Q55118285
Q116532071,Q55118285
Q116532082,Q55118285
Q3307661,Q55118285
Q116446826,Q55118285
Q116446831,Q55118285
Q116446841,Q55118285
Q116446856,Q55118285
Q116446875,Q55118285
Q116446901,Q55118285
Q116446919,Q55118285
Q116446920,Q55118285
Q116447120,Q55118285
Q116447144,Q55118285
Q116447152,Q55118285
Q116447168,Q55118285
Q116447184,Q55118285
Q116447188,Q55118285
Q116447192,Q55118285
Q116447194,Q55118285
Q116447204,Q55118285
Q116447219,Q55118285
Q116447254,Q55118285
Q116447289,Q55118285
Q116458256,Q55118285
Q116486265,Q55118285
Q116527384,Q55118285
Q116527520,Q55118285
Q116527522,Q55118285
Q116527529,Q55118285
Q116527534,Q55118285
Q116528990,Q55118285
Q116529002,Q55118285
Q116529018,Q55118285
Q116529232,Q55118285
Q116529238,Q55118285
Q116529465,Q55118285
Q116529595,Q55118285
Q116529603,Q55118285
Q116529604,Q55118285
Q29642076,Q27321172
Q107446473,Q37314462
Q107446474,Q37314462
Q107550293,Q106534301
Q106303241,Q26862512
Q106303243,Q26862512
Q106410739,Q106248504
Q106517059,Q106248504
Q106634205,Q98166912
Q106634206,Q98166912
Q106634210,Q98166912
Q106634240,Q98166912
Q107550603,Q95602396
Q105665530,Q28288068
Q105665535,Q28288068
Q105665537,Q28288068
Q105665548,Q28288068
Q107297676,Q34555562
Q107369432,Q104552382
Q107550677,Q106642644
Q107550679,Q106642644
Q107446081,Q89808480
Q107446224,Q89808480
Q107446372,Q89808480
Q107446373,Q89808480
Q107446375,Q89808480
Q107452696,Q92826478
Q107559259,Q104450608
Q107446863,Q91561671
Q107550372,Q106535191
Q107550373,Q106535191
Q107446716,Q89748559
Q107446718,Q89748559
Q107297743,Q57804774
Q107452705,Q60128972
Q107452706,Q60128972
Q107550609,Q106272047
Q107550612,Q106272047
Q116644302,Q55118285
Q116644304,Q55118285
Q116644299,Q55118285
Q116644305,Q55118285
Q116644306,Q55118285
Q116644307,Q55118285
Q116644308,Q55118285
Q116644310,Q55118285
Q116644313,Q55118285
Q116644316,Q55118285
Q116644317,Q55118285
Q116644309,Q55118285
Q116644312,Q55118285
Q116644314,Q55118285
Q116644315,Q55118285
Q116644319,Q55118285
Q116644311,Q55118285
Q116644318,Q55118285
Q116644332,Q55118285
Q116644334,Q55118285
Q116644335,Q55118285
Q116644336,Q55118285
Q116644338,Q55118285
Q116644339,Q55118285
Q116644340,Q55118285
Q116644341,Q55118285
Q116644342,Q55118285
Q116644344,Q55118285
Q116644343,Q55118285
Q116644345,Q55118285
Q116644346,Q55118285
Q116644347,Q55118285
Q116644355,Q55118285
Q116644356,Q55118285
Q116644357,Q55118285
Q116644361,Q55118285
Q116644363,Q55118285
Q116530516,Q55118285
Q116530614,Q55118285
Q116530620,Q55118285
Q116530622,Q55118285
Q116530691,Q55118285
Q116530701,Q55118285
Q116530704,Q55118285
Q116530781,Q55118285
Q116530845,Q55118285
Q116530851,Q55118285
Q116530856,Q55118285
Q116530860,Q55118285
Q116530866,Q55118285
Q116530874,Q55118285
Q116530880,Q55118285
Q116530887,Q55118285
Q116530890,Q55118285
Q116531140,Q55118285
Q116531147,Q55118285
Q116531262,Q55118285
Q116531264,Q55118285
Q116531275,Q55118285
Q116531277,Q55118285
Q116532065,Q55118285
Q116532066,Q55118285
Q116532078,Q55118285
Q6057165,Q55118285
Q48997382,Q55118285
Q106161446,Q55118285
Q48997534,Q81152534
